player_id,start_year,g,ab,r,h,double,triple,hr,rbi,sb,cs,bb,so,ibb,hbp,sh,sf,g_idp
penabe01,1981,67,107.0,13.0,24.0,4.0,0.0,1.0,10.0,1.0,0.0,11.0,21.0,3.0,0.0,2.0,1.0,7.0
contrjo01,2003,163,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0
cruzju02,2001,190,68.0,2.0,8.0,1.0,1.0,0.0,2.0,0.0,0.0,4.0,26.0,0.0,0.0,7.0,0.0,2.0
wisede01,2000,147,296.0,41.0,60.0,13.0,5.0,9.0,30.0,12.0,1.0,14.0,48.0,1.0,2.0,2.0,1.0,1.0
durritr01,1999,112,221.0,32.0,43.0,4.0,3.0,2.0,7.0,9.0,4.0,16.0,51.0,0.0,0.0,6.0,0.0,3.0
jeterde01,1995,786,3130.0,605.0,1008.0,153.0,35.0,78.0,414.0,108.0,37.0,341.0,572.0,11.0,48.0,23.0,23.0,66.0
izturce01,2001,658,2437.0,261.0,632.0,111.0,22.0,11.0,191.0,59.0,34.0,121.0,259.0,15.0,6.0,38.0,13.0,41.0
vidrojo01,1997,719,2564.0,396.0,782.0,197.0,9.0,72.0,346.0,14.0,12.0,207.0,292.0,9.0,25.0,21.0,19.0,65.0
torrean02,2002,89,257.0,33.0,54.0,6.0,4.0,1.0,13.0,9.0,7.0,17.0,57.0,0.0,1.0,6.0,4.0,7.0
bumbral01,1972,593,1954.0,305.0,558.0,90.0,29.0,23.0,162.0,113.0,36.0,175.0,340.0,11.0,11.0,11.0,13.0,21.0
reuscri01,1972,215,450.0,31.0,87.0,15.0,2.0,2.0,28.0,0.0,2.0,13.0,114.0,0.0,2.0,43.0,2.0,5.0
jeltzst01,1983,537,1383.0,144.0,287.0,35.0,17.0,1.0,95.0,13.0,7.0,197.0,277.0,26.0,2.0,24.0,6.0,44.0
ramsemi01,1978,327,686.0,77.0,171.0,23.0,6.0,2.0,54.0,14.0,7.0,45.0,91.0,8.0,2.0,13.0,3.0,19.0
niemara01,1979,81,24.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,2.0
webstle01,1989,193,427.0,48.0,111.0,26.0,1.0,10.0,53.0,1.0,2.0,46.0,56.0,2.0,6.0,3.0,1.0,13.0
avilemi01,2008,599,2122.0,283.0,579.0,106.0,11.0,48.0,236.0,59.0,23.0,93.0,295.0,4.0,10.0,16.0,24.0,53.0
rodrife01,1995,203,13.0,3.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0
bellda01,1995,591,1913.0,231.0,486.0,105.0,10.0,46.0,214.0,12.0,14.0,151.0,296.0,8.0,13.0,12.0,19.0,34.0
bakerje03,2005,379,970.0,147.0,262.0,63.0,9.0,30.0,130.0,8.0,0.0,79.0,254.0,3.0,6.0,1.0,9.0,27.0
stoneje01,1983,322,888.0,120.0,251.0,22.0,16.0,11.0,65.0,72.0,18.0,56.0,178.0,0.0,10.0,6.0,2.0,13.0
cruzjo02,1997,747,2742.0,424.0,689.0,148.0,21.0,134.0,389.0,86.0,21.0,329.0,680.0,17.0,3.0,7.0,18.0,37.0
quirogu01,2004,99,248.0,18.0,51.0,10.0,0.0,2.0,28.0,1.0,0.0,17.0,62.0,0.0,4.0,2.0,1.0,4.0
lindjo01,1987,779,2816.0,292.0,717.0,111.0,23.0,8.0,249.0,50.0,11.0,180.0,288.0,49.0,6.0,47.0,25.0,83.0
incavpe01,1986,791,2786.0,371.0,679.0,132.0,14.0,135.0,426.0,27.0,23.0,255.0,880.0,11.0,28.0,1.0,25.0,59.0
oswalro01,2001,190,373.0,17.0,59.0,6.0,0.0,1.0,23.0,0.0,0.0,16.0,103.0,0.0,3.0,57.0,1.0,3.0
destror01,1987,45,66.0,7.0,12.0,1.0,0.0,1.0,4.0,0.0,0.0,10.0,22.0,0.0,0.0,0.0,1.0,1.0
carpech01,1997,152,11.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,0.0
cotahu01,2001,191,505.0,47.0,117.0,24.0,2.0,12.0,58.0,0.0,0.0,30.0,140.0,4.0,3.0,2.0,4.0,12.0
mazzile01,1976,736,2655.0,349.0,714.0,133.0,21.0,61.0,303.0,139.0,66.0,376.0,383.0,31.0,10.0,6.0,20.0,30.0
hockide01,1993,309,670.0,90.0,150.0,28.0,7.0,6.0,55.0,12.0,9.0,50.0,133.0,2.0,1.0,10.0,4.0,14.0
baineha01,1980,847,3184.0,420.0,908.0,153.0,36.0,119.0,501.0,27.0,17.0,225.0,450.0,51.0,5.0,8.0,37.0,83.0
fieldpr01,2005,836,2958.0,476.0,826.0,164.0,8.0,192.0,536.0,15.0,9.0,459.0,673.0,83.0,68.0,0.0,33.0,64.0
armasto02,1999,103,157.0,4.0,16.0,1.0,1.0,0.0,7.0,0.0,0.0,2.0,53.0,0.0,0.0,19.0,0.0,0.0
mohrdu01,2001,497,1351.0,202.0,338.0,78.0,6.0,48.0,154.0,13.0,11.0,141.0,387.0,8.0,12.0,8.0,9.0,23.0
niedeto01,1981,295,23.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,7.0,0.0,0.0,3.0,0.0,0.0
sadledo01,1998,399,744.0,124.0,152.0,27.0,8.0,6.0,46.0,25.0,12.0,54.0,156.0,0.0,10.0,21.0,7.0,8.0
lockhke01,1994,572,1424.0,189.0,392.0,81.0,10.0,31.0,184.0,25.0,10.0,110.0,146.0,6.0,10.0,8.0,23.0,19.0
watsoal01,1993,154,165.0,13.0,42.0,12.0,1.0,0.0,19.0,0.0,0.0,9.0,21.0,0.0,0.0,13.0,0.0,5.0
readyra01,1983,359,1104.0,170.0,297.0,64.0,16.0,25.0,137.0,15.0,6.0,149.0,136.0,4.0,7.0,12.0,6.0,21.0
desmoia01,2009,771,2897.0,355.0,781.0,158.0,19.0,91.0,370.0,109.0,32.0,187.0,703.0,9.0,23.0,23.0,22.0,70.0
longoev01,2008,797,2976.0,471.0,817.0,200.0,11.0,162.0,544.0,37.0,10.0,373.0,702.0,49.0,31.0,0.0,39.0,91.0
falcope01,1975,182,282.0,14.0,42.0,2.0,1.0,0.0,9.0,1.0,0.0,8.0,94.0,0.0,1.0,33.0,0.0,5.0
kommibr01,1983,227,657.0,92.0,140.0,24.0,3.0,12.0,62.0,29.0,17.0,73.0,163.0,1.0,3.0,4.0,3.0,10.0
iorgga01,1978,420,1278.0,129.0,337.0,63.0,11.0,5.0,102.0,14.0,6.0,47.0,157.0,6.0,7.0,9.0,12.0,27.0
rasmuer01,1975,214,257.0,7.0,31.0,8.0,0.0,0.0,10.0,0.0,0.0,11.0,83.0,0.0,0.0,33.0,0.0,1.0
lorraan01,1994,37,15.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,4.0,0.0,0.0
myersbr01,2002,193,270.0,12.0,34.0,7.0,0.0,0.0,9.0,0.0,0.0,14.0,91.0,0.0,0.0,35.0,0.0,7.0
thompma01,1994,74,101.0,7.0,16.0,4.0,0.0,1.0,3.0,0.0,0.0,1.0,46.0,0.0,0.0,10.0,0.0,1.0
fordybr01,1995,310,886.0,93.0,250.0,59.0,2.0,27.0,121.0,4.0,1.0,61.0,142.0,4.0,7.0,6.0,8.0,12.0
coghlch01,2009,518,1804.0,247.0,492.0,110.0,18.0,30.0,158.0,34.0,20.0,173.0,346.0,10.0,16.0,11.0,10.0,20.0
bowala01,1970,876,3474.0,409.0,900.0,94.0,46.0,4.0,187.0,142.0,56.0,160.0,275.0,12.0,11.0,69.0,13.0,45.0
lacorfr01,1975,113,62.0,2.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,25.0,0.0,0.0,8.0,0.0,0.0
woodstr01,1987,153,429.0,38.0,109.0,20.0,2.0,5.0,48.0,2.0,3.0,19.0,64.0,3.0,4.0,1.0,3.0,9.0
redmati01,2000,392,1238.0,144.0,343.0,52.0,14.0,15.0,101.0,33.0,15.0,61.0,129.0,2.0,6.0,8.0,9.0,17.0
dascedo01,1988,519,1216.0,153.0,286.0,42.0,10.0,5.0,90.0,49.0,25.0,102.0,115.0,7.0,3.0,22.0,9.0,14.0
joycema01,2008,585,1764.0,258.0,440.0,104.0,11.0,79.0,261.0,27.0,11.0,237.0,422.0,15.0,17.0,1.0,21.0,30.0
hugheke01,1987,90,197.0,18.0,41.0,6.0,2.0,2.0,24.0,1.0,0.0,23.0,44.0,1.0,1.0,0.0,2.0,4.0
desseel01,1996,136,110.0,10.0,17.0,1.0,0.0,0.0,5.0,0.0,0.0,11.0,32.0,0.0,0.0,14.0,0.0,0.0
washiro01,1977,157,554.0,60.0,148.0,20.0,7.0,5.0,45.0,8.0,5.0,18.0,95.0,0.0,2.0,3.0,3.0,13.0
bailobo01,1975,537,1891.0,232.0,498.0,75.0,20.0,8.0,138.0,46.0,29.0,128.0,107.0,7.0,15.0,22.0,11.0,26.0
alexama01,1973,278,141.0,77.0,24.0,3.0,1.0,0.0,3.0,77.0,36.0,18.0,25.0,1.0,1.0,8.0,0.0,2.0
snydeco02,1986,728,2597.0,312.0,624.0,117.0,10.0,118.0,357.0,19.0,14.0,142.0,702.0,16.0,6.0,6.0,21.0,51.0
wilkebr01,2001,749,2585.0,425.0,651.0,164.0,25.0,98.0,309.0,46.0,37.0,414.0,772.0,26.0,23.0,17.0,16.0,30.0
iviemi01,1971,269,833.0,88.0,223.0,35.0,7.0,16.0,122.0,10.0,10.0,53.0,113.0,11.0,10.0,7.0,9.0,25.0
mosesjo01,1982,386,1060.0,147.0,263.0,42.0,10.0,7.0,86.0,70.0,41.0,83.0,152.0,5.0,5.0,15.0,7.0,20.0
clarkja01,1975,596,2088.0,332.0,580.0,114.0,24.0,88.0,329.0,47.0,30.0,245.0,312.0,29.0,8.0,9.0,31.0,43.0
aurilri01,1995,575,1919.0,236.0,518.0,92.0,6.0,61.0,257.0,12.0,10.0,162.0,292.0,10.0,8.0,20.0,16.0,39.0
meyerda01,1974,666,2365.0,283.0,601.0,89.0,20.0,63.0,290.0,48.0,21.0,140.0,173.0,22.0,8.0,20.0,23.0,67.0
reesepo01,1997,723,2482.0,325.0,627.0,119.0,15.0,40.0,230.0,132.0,24.0,200.0,440.0,19.0,23.0,24.0,21.0,32.0
thompda01,1970,596,1898.0,168.0,479.0,63.0,11.0,14.0,175.0,5.0,8.0,104.0,208.0,6.0,6.0,40.0,16.0,58.0
echevan01,1996,278,445.0,56.0,122.0,25.0,0.0,18.0,69.0,1.0,4.0,38.0,87.0,0.0,9.0,0.0,3.0,18.0
wagnepa01,1992,146,150.0,9.0,25.0,2.0,0.0,0.0,9.0,0.0,1.0,7.0,45.0,0.0,0.0,15.0,0.0,2.0
balbost01,1981,493,1750.0,204.0,412.0,81.0,7.0,100.0,276.0,1.0,1.0,155.0,512.0,11.0,10.0,0.0,14.0,34.0
hortori01,1984,296,106.0,5.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,32.0,0.0,0.0,12.0,0.0,0.0
mcpheda01,2004,128,371.0,53.0,91.0,21.0,2.0,18.0,45.0,5.0,3.0,27.0,126.0,1.0,1.0,0.0,0.0,8.0
sosajo02,2002,236,80.0,5.0,11.0,2.0,0.0,3.0,4.0,0.0,0.0,6.0,35.0,0.0,0.0,11.0,0.0,1.0
bastaan01,2009,275,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0
halech01,1989,165,373.0,44.0,107.0,18.0,1.0,4.0,44.0,2.0,3.0,35.0,38.0,1.0,7.0,4.0,7.0,5.0
smoltjo01,1988,192,364.0,30.0,53.0,8.0,1.0,2.0,21.0,2.0,1.0,33.0,147.0,0.0,0.0,45.0,0.0,5.0
hartco01,2004,521,1831.0,267.0,500.0,117.0,21.0,67.0,260.0,64.0,28.0,129.0,370.0,6.0,24.0,10.0,21.0,45.0
lyonsst01,1985,690,1872.0,240.0,480.0,89.0,14.0,15.0,175.0,30.0,24.0,140.0,316.0,7.0,5.0,41.0,19.0,20.0
putnapa01,1977,455,1327.0,153.0,348.0,65.0,6.0,42.0,168.0,5.0,13.0,89.0,164.0,18.0,7.0,9.0,13.0,33.0
estalbo02,1996,214,625.0,89.0,139.0,34.0,5.0,31.0,97.0,4.0,1.0,94.0,191.0,11.0,5.0,0.0,6.0,12.0
gullibi01,1979,147,323.0,19.0,43.0,10.0,0.0,1.0,11.0,0.0,1.0,13.0,95.0,0.0,0.0,38.0,1.0,4.0
gallayo01,2007,154,305.0,31.0,63.0,17.0,0.0,10.0,37.0,0.0,0.0,11.0,100.0,0.0,2.0,23.0,1.0,3.0
bonneba01,1977,680,2166.0,259.0,580.0,97.0,17.0,37.0,239.0,48.0,27.0,164.0,252.0,17.0,11.0,20.0,10.0,62.0
gonzafe01,1972,180,374.0,34.0,90.0,16.0,2.0,6.0,41.0,4.0,3.0,21.0,45.0,6.0,1.0,2.0,3.0,12.0
hernali01,1996,153,345.0,25.0,84.0,14.0,0.0,4.0,33.0,0.0,0.0,3.0,54.0,0.0,2.0,24.0,1.0,14.0
cirilje01,1994,789,2811.0,444.0,864.0,186.0,13.0,66.0,372.0,32.0,23.0,330.0,372.0,7.0,36.0,19.0,22.0,80.0
leachte01,1981,70,21.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,0.0,0.0,2.0,0.0,0.0
montemi01,2006,513,1629.0,216.0,442.0,110.0,4.0,58.0,246.0,2.0,4.0,154.0,333.0,23.0,18.0,5.0,16.0,38.0
bellge02,1981,574,2129.0,297.0,610.0,112.0,21.0,92.0,319.0,43.0,19.0,117.0,282.0,13.0,20.0,0.0,17.0,42.0
betemwi01,2001,288,669.0,88.0,181.0,35.0,4.0,22.0,76.0,5.0,5.0,64.0,176.0,10.0,0.0,5.0,5.0,16.0
overbly01,2001,572,1963.0,268.0,575.0,153.0,3.0,61.0,280.0,9.0,4.0,249.0,395.0,31.0,8.0,1.0,14.0,55.0
wilkecu01,1983,610,1591.0,185.0,406.0,50.0,18.0,3.0,106.0,53.0,31.0,89.0,241.0,3.0,11.0,21.0,8.0,25.0
sciosmi01,1980,543,1594.0,145.0,425.0,73.0,5.0,21.0,173.0,8.0,6.0,226.0,107.0,41.0,8.0,26.0,16.0,39.0
poseybu01,2009,603,2182.0,287.0,673.0,129.0,6.0,83.0,352.0,6.0,5.0,224.0,324.0,28.0,21.0,0.0,28.0,66.0
alexaga01,1975,411,1229.0,163.0,283.0,41.0,10.0,54.0,196.0,8.0,12.0,151.0,369.0,12.0,5.0,4.0,18.0,33.0
davisdo02,1999,127,88.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,55.0,0.0,0.0,8.0,0.0,1.0
berroge01,1989,211,529.0,67.0,148.0,24.0,2.0,15.0,74.0,7.0,4.0,53.0,103.0,2.0,4.0,0.0,7.0,10.0
kiescbr01,1996,113,173.0,20.0,38.0,6.0,1.0,8.0,27.0,1.0,0.0,19.0,47.0,0.0,0.0,0.0,0.0,3.0
burroje01,1970,542,1923.0,261.0,502.0,80.0,3.0,90.0,326.0,7.0,9.0,266.0,429.0,26.0,8.0,0.0,30.0,44.0
larsoda01,1976,68,86.0,8.0,18.0,2.0,1.0,0.0,7.0,0.0,0.0,5.0,13.0,0.0,0.0,4.0,0.0,1.0
berrada01,1977,447,1304.0,133.0,310.0,53.0,7.0,27.0,151.0,22.0,8.0,91.0,214.0,27.0,10.0,16.0,14.0,31.0
greinza01,2004,177,18.0,1.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0
daubabr01,1998,616,1925.0,258.0,505.0,129.0,10.0,90.0,322.0,5.0,3.0,219.0,515.0,14.0,23.0,1.0,15.0,34.0
martira03,1998,476,1217.0,159.0,332.0,64.0,8.0,23.0,140.0,7.0,7.0,109.0,169.0,10.0,12.0,23.0,17.0,28.0
stillku01,1986,759,2487.0,304.0,630.0,126.0,25.0,30.0,268.0,28.0,25.0,223.0,353.0,11.0,15.0,26.0,19.0,39.0
gatesbr01,1993,575,2023.0,228.0,538.0,106.0,9.0,22.0,241.0,17.0,10.0,191.0,293.0,7.0,9.0,23.0,33.0,61.0
mieskma01,1993,512,1308.0,191.0,344.0,72.0,8.0,45.0,190.0,7.0,16.0,108.0,264.0,5.0,10.0,5.0,14.0,37.0
dempsry01,1998,166,296.0,12.0,23.0,5.0,1.0,0.0,7.0,0.0,0.0,6.0,127.0,0.0,0.0,32.0,0.0,2.0
keislra01,2000,41,19.0,3.0,4.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
bandoch01,1981,375,999.0,108.0,236.0,36.0,2.0,21.0,117.0,1.0,5.0,118.0,156.0,6.0,1.0,18.0,14.0,34.0
jonesji02,1986,121,148.0,14.0,25.0,1.0,0.0,2.0,7.0,0.0,0.0,9.0,45.0,0.0,0.0,19.0,1.0,0.0
peterri01,1979,263,881.0,128.0,248.0,33.0,10.0,2.0,79.0,18.0,22.0,100.0,100.0,4.0,9.0,15.0,8.0,27.0
rayfofl01,1980,289,784.0,92.0,207.0,39.0,1.0,28.0,95.0,4.0,5.0,38.0,166.0,1.0,3.0,6.0,4.0,19.0
buckjo01,2004,584,1913.0,218.0,450.0,104.0,7.0,70.0,259.0,4.0,10.0,151.0,500.0,6.0,27.0,10.0,15.0,47.0
huntebr02,1994,659,2663.0,386.0,701.0,113.0,23.0,19.0,178.0,221.0,55.0,178.0,456.0,1.0,9.0,18.0,23.0,37.0
caseyse01,1997,651,2344.0,342.0,708.0,161.0,6.0,71.0,368.0,7.0,5.0,243.0,325.0,34.0,34.0,0.0,20.0,69.0
baergca01,1990,819,3185.0,491.0,971.0,165.0,15.0,93.0,505.0,47.0,14.0,178.0,351.0,31.0,38.0,13.0,43.0,73.0
tomlida01,1972,258,27.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,3.0,0.0,0.0
bakopa01,1998,468,1300.0,119.0,315.0,67.0,8.0,13.0,119.0,3.0,5.0,138.0,330.0,25.0,2.0,9.0,9.0,22.0
gonzaed01,2003,80,61.0,1.0,9.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,13.0,0.0,1.0,7.0,0.0,0.0
whitefr01,1973,708,2028.0,246.0,497.0,84.0,23.0,22.0,205.0,73.0,34.0,103.0,263.0,1.0,9.0,47.0,11.0,19.0
floydga01,2004,103,46.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,3.0,0.0,0.0
camacer01,1980,87,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
lynnfr01,1974,718,2647.0,456.0,819.0,185.0,26.0,112.0,460.0,31.0,25.0,324.0,355.0,31.0,13.0,15.0,36.0,52.0
goodwto01,1991,381,1103.0,176.0,309.0,32.0,8.0,5.0,67.0,125.0,46.0,84.0,166.0,0.0,7.0,35.0,1.0,11.0
polonlu01,1987,753,2740.0,426.0,818.0,96.0,41.0,13.0,242.0,195.0,82.0,200.0,329.0,13.0,5.0,18.0,18.0,58.0
benedbr01,1978,560,1719.0,138.0,449.0,63.0,4.0,12.0,172.0,10.0,14.0,198.0,145.0,42.0,8.0,31.0,12.0,45.0
esaskni01,1983,647,2104.0,255.0,515.0,94.0,16.0,92.0,319.0,17.0,12.0,244.0,581.0,14.0,12.0,9.0,23.0,44.0
teufeti01,1983,596,1931.0,270.0,511.0,130.0,8.0,49.0,240.0,9.0,10.0,231.0,287.0,14.0,9.0,19.0,17.0,52.0
tulowtr01,2006,697,2632.0,438.0,770.0,152.0,21.0,122.0,443.0,51.0,28.0,285.0,480.0,31.0,24.0,10.0,23.0,84.0
wilsotr01,1988,142,163.0,16.0,27.0,2.0,0.0,2.0,11.0,2.0,0.0,11.0,59.0,0.0,3.0,29.0,0.0,6.0
amarari01,1991,444,1267.0,215.0,351.0,62.0,8.0,9.0,117.0,74.0,22.0,131.0,191.0,1.0,11.0,23.0,8.0,22.0
vitiejo01,1995,244,617.0,64.0,146.0,29.0,1.0,23.0,91.0,2.0,0.0,73.0,151.0,3.0,11.0,0.0,4.0,21.0
smithdw01,1989,609,1523.0,212.0,433.0,75.0,18.0,40.0,189.0,41.0,31.0,120.0,257.0,6.0,10.0,6.0,9.0,20.0
duceyro01,1987,214,379.0,54.0,89.0,20.0,3.0,2.0,32.0,10.0,6.0,40.0,105.0,1.0,1.0,4.0,5.0,5.0
oberkke01,1977,523,1696.0,216.0,492.0,81.0,22.0,8.0,161.0,32.0,19.0,188.0,121.0,29.0,6.0,17.0,13.0,43.0
tysonmi01,1972,644,1959.0,197.0,486.0,73.0,23.0,14.0,192.0,17.0,15.0,116.0,266.0,39.0,10.0,22.0,15.0,46.0
lowede01,1997,330,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,1.0,0.0,1.0
taverwi01,2004,643,2377.0,351.0,655.0,71.0,15.0,8.0,124.0,194.0,42.0,134.0,384.0,1.0,32.0,52.0,12.0,17.0
clarkje01,1988,479,1500.0,153.0,377.0,71.0,13.0,41.0,193.0,14.0,8.0,81.0,284.0,7.0,20.0,5.0,9.0,32.0
valenjo02,1992,695,2576.0,411.0,763.0,192.0,15.0,83.0,378.0,43.0,24.0,313.0,324.0,10.0,29.0,32.0,27.0,60.0
pricejo02,1980,201,148.0,4.0,17.0,1.0,0.0,0.0,2.0,0.0,0.0,6.0,45.0,0.0,0.0,18.0,0.0,1.0
greerru01,1994,809,2991.0,516.0,923.0,192.0,20.0,103.0,503.0,25.0,12.0,422.0,445.0,14.0,18.0,5.0,33.0,67.0
suzukku01,2007,746,2676.0,300.0,682.0,139.0,4.0,62.0,327.0,17.0,9.0,187.0,353.0,9.0,46.0,13.0,29.0,79.0
hillke01,1988,146,245.0,20.0,35.0,6.0,1.0,1.0,14.0,0.0,0.0,19.0,66.0,0.0,1.0,44.0,0.0,0.0
carroja01,2002,580,1509.0,256.0,410.0,69.0,13.0,9.0,112.0,30.0,21.0,173.0,227.0,4.0,16.0,43.0,14.0,28.0
gilbe01,1993,267,794.0,74.0,171.0,33.0,5.0,14.0,80.0,4.0,9.0,49.0,266.0,0.0,2.0,21.0,6.0,8.0
ponsosi01,1998,177,41.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,6.0,0.0,1.0
santibe01,1986,683,2486.0,275.0,661.0,103.0,15.0,75.0,333.0,60.0,41.0,118.0,464.0,17.0,14.0,10.0,26.0,64.0
parsoca01,1981,45,28.0,7.0,6.0,1.0,0.0,1.0,5.0,0.0,0.0,3.0,6.0,1.0,2.0,2.0,1.0,0.0
brenlbo01,1981,615,1924.0,242.0,489.0,88.0,5.0,67.0,251.0,33.0,29.0,240.0,289.0,28.0,12.0,15.0,15.0,39.0
gutiefr01,2005,589,1940.0,264.0,507.0,97.0,8.0,52.0,219.0,58.0,14.0,148.0,451.0,10.0,13.0,26.0,15.0,45.0
canizja01,1996,157,484.0,59.0,125.0,27.0,2.0,10.0,57.0,5.0,4.0,34.0,97.0,0.0,2.0,1.0,1.0,13.0
heathmi02,1978,480,1619.0,166.0,406.0,63.0,8.0,21.0,170.0,18.0,13.0,95.0,186.0,11.0,6.0,19.0,13.0,43.0
loftoke01,1991,700,2821.0,551.0,883.0,133.0,42.0,39.0,261.0,327.0,71.0,307.0,343.0,23.0,6.0,21.0,20.0,33.0
burriem01,2008,282,720.0,87.0,175.0,14.0,1.0,1.0,42.0,40.0,15.0,53.0,101.0,3.0,11.0,14.0,3.0,18.0
chaveer01,1998,744,2627.0,414.0,727.0,161.0,15.0,134.0,466.0,28.0,12.0,279.0,462.0,45.0,7.0,0.0,17.0,46.0
quinlro01,2003,381,964.0,117.0,275.0,47.0,5.0,23.0,105.0,13.0,9.0,62.0,151.0,2.0,8.0,1.0,5.0,25.0
petityu01,2006,71,61.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,25.0,0.0,0.0,4.0,0.0,1.0
langery01,2002,401,867.0,123.0,202.0,45.0,8.0,21.0,93.0,4.0,5.0,116.0,253.0,13.0,10.0,3.0,6.0,16.0
mondera01,1993,757,2886.0,445.0,852.0,161.0,32.0,130.0,419.0,104.0,45.0,159.0,529.0,29.0,20.0,2.0,18.0,42.0
ruhleve01,1974,109,37.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,25.0,0.0,0.0,3.0,0.0,1.0
turneju01,2009,427,1129.0,130.0,317.0,78.0,3.0,15.0,132.0,14.0,5.0,92.0,181.0,4.0,19.0,3.0,5.0,31.0
guldebr01,1978,58,121.0,12.0,19.0,6.0,0.0,1.0,9.0,0.0,1.0,10.0,21.0,0.0,0.0,4.0,0.0,3.0
gonzaju03,1989,593,2237.0,334.0,613.0,119.0,9.0,140.0,433.0,14.0,11.0,152.0,461.0,25.0,32.0,2.0,17.0,62.0
molitpa01,1978,752,3080.0,518.0,899.0,147.0,36.0,60.0,281.0,189.0,55.0,268.0,346.0,17.0,15.0,41.0,26.0,48.0
hairsje01,1973,282,735.0,87.0,189.0,32.0,3.0,2.0,74.0,2.0,3.0,127.0,107.0,3.0,2.0,11.0,6.0,12.0
mottoch01,1996,43,95.0,12.0,19.0,3.0,0.0,3.0,9.0,2.0,2.0,8.0,22.0,1.0,1.0,0.0,1.0,0.0
sizemgr01,2004,788,3131.0,552.0,861.0,189.0,40.0,129.0,413.0,130.0,39.0,403.0,696.0,33.0,57.0,8.0,13.0,31.0
smithbr01,1981,193,222.0,20.0,34.0,5.0,0.0,2.0,12.0,0.0,0.0,16.0,65.0,0.0,0.0,33.0,0.0,1.0
zuvelpa01,1982,132,303.0,22.0,63.0,10.0,1.0,0.0,7.0,2.0,0.0,25.0,26.0,1.0,1.0,10.0,0.0,5.0
singlke01,1970,791,2660.0,389.0,750.0,119.0,10.0,79.0,354.0,16.0,27.0,495.0,468.0,52.0,8.0,16.0,22.0,83.0
ledeeri01,1998,562,1496.0,220.0,363.0,86.0,16.0,46.0,234.0,24.0,15.0,186.0,367.0,14.0,6.0,3.0,11.0,30.0
murrada01,1974,372,62.0,3.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,27.0,0.0,0.0,9.0,0.0,2.0
cuetojo01,2008,161,279.0,18.0,26.0,1.0,0.0,0.0,7.0,0.0,0.0,8.0,94.0,0.0,1.0,52.0,0.0,3.0
zobribe01,2006,604,2108.0,317.0,542.0,120.0,19.0,72.0,314.0,67.0,18.0,298.0,423.0,8.0,10.0,14.0,28.0,33.0
allench01,1999,246,798.0,97.0,214.0,43.0,7.0,14.0,79.0,15.0,12.0,61.0,160.0,2.0,4.0,4.0,5.0,20.0
coopebr01,1999,34,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
kellydo01,2007,363,691.0,89.0,160.0,17.0,5.0,17.0,65.0,8.0,1.0,43.0,109.0,0.0,8.0,8.0,3.0,12.0
quinlto01,1990,38,52.0,8.0,9.0,3.0,0.0,1.0,5.0,0.0,0.0,5.0,23.0,1.0,1.0,1.0,0.0,0.0
villaca01,2006,263,64.0,3.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,31.0,0.0,0.0,10.0,0.0,0.0
buchhcl01,2007,108,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
